Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Class16,Class17,Class18,Class19,Class20,Class21,Class22
0.005714286,0.342857143,0.011428571,0.625,0.035714286,9.11E-04,0.652490887,0.5,0.0536862,0.017142857,0.1,0.035714286,3.04E-04,0.013157895,0.025,0.002646503,0.037429112,0.435538752,0.012476371,0.117540687,0.262857143,0.015122873,0.255613126,0.098445596,0.423143351,0.122625216,0.100172712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002824859,0.471751412,0.003549246,0.029161604,0.04880213,0.007672634,0.652490887,0.125,0.050576752,0.014124294,0.118644068,0.039548023,0.003549246,0.009760426,0.007098492,0.002661934,0.076308784,0.825842697,0.016858917,0.020048603,0.02259887,0.021295475,0.330893119,0.137628111,0.308931186,0.109809663,0.112737921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006036217,1,0.071428571,0.173598553,0.011981567,9.11E-04,0.666666667,0.533333333,0.333333333,0.066666667,0.205588822,0.222222222,3.04E-04,0.067864271,0.222222222,0.013333333,0.083333333,0.521126761,0.02718894,0.117540687,0.262857143,0.066666667,0.294303797,0.050632911,0.370253165,0.161392405,0.123417722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006036217,0.098591549,0.003420753,0.029161604,0.007897934,9.11E-04,0.652490887,0.041008505,0.125,0.008695652,0.625,0.049030787,3.04E-04,0.006427221,0.014744802,0.002646503,0.100342075,0.521126761,0.012476371,0.020048603,0.010060362,0.037628278,0.210526316,0.038596491,0.515789474,0.094736842,0.140350877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0013947,0.166666667,0.005578801,0.052631579,0.082287308,0.011157601,0.652490887,0.083333333,0.105263158,0.007594168,0.105263158,0.105263158,0.0013947,0.005164034,0.011111111,0.009762901,0.144444444,0.888888889,0.019525802,0.020048603,0.006986634,0.018131102,0.394736842,0.078947368,0.394736842,0.082236842,0.049342105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002531646,0.056886228,0.086956522,0.002898551,1,0.171366594,0.52173913,0.002994012,0.118987342,0.002898551,0.152694611,0.028985507,0.008888889,0.056886228,0.008695652,0.008888889,0.202531646,0.214492754,0.070886076,0.002994012,0.008695652,0.032934132,0.27443609,0.07518797,0.338345865,0.184210526,0.127819549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.01E-04,0.071257006,0.036829464,8.01E-04,0,0,0.040832666,0.002401922,0.005604484,8.01E-04,1,0.007205765,0,0.01521217,0.010408327,0,8.01E-04,0.020016013,0.001601281,0,0.001601281,0.007205765,0.300613497,0.070552147,0.45398773,0.085889571,0.088957055,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.083333333,0.591537133,0.006908463,0.029161604,0.011981567,9.11E-04,0.652490887,0.042314335,0.195852535,0.011520737,0.083333333,0.096313364,3.04E-04,0.006908463,0.083333333,0.004147465,0.047465438,0.34963548,0.02718894,0.020048603,0.083333333,0.057603687,0.377777778,0.113888889,0.319444444,0.133333333,0.055555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.052173913,0.002512563,0,0.939698492,0.171366594,0.365217391,0,0.026086957,0,0.043478261,0.017391304,0,0,0.008695652,0.002512563,0.5,0.234782609,0.043478261,0,0.008695652,0.034782609,0.288184438,0.086455331,0.377521614,0.132564841,0.115273775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002906977,0.075581395,0.002906977,0.029161604,0.402061856,0.268041237,0.652490887,0.041008505,0.026162791,0.007594168,0.087209302,0.023390036,0.006825939,0.005813953,0.026446281,0.010309278,0.464831804,0.391735537,0.014534884,0.020048603,0.014534884,0.004556501,0.296296296,0.090277778,0.377314815,0.134259259,0.101851852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009933775,0.098591549,0.036829464,0.020120724,0.004024145,0,0.254966887,0.024144869,0.026490066,0.015151515,0.848484848,0.030181087,0,0.01521217,0.010408327,0.002012072,0.01986755,0.549668874,0.003311258,0,0.016556291,0.007205765,0.324538259,0.081794195,0.329815303,0.131926121,0.131926121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.119047619,0.111111111,0.00308642,1,0.171366594,0.308641975,0.009345794,0.023809524,0,0.785046729,0.023809524,0.00617284,0.009345794,0,0.022222222,0.354938272,0.333333333,0.111111111,0,0,0.111111111,0.237160121,0.048338369,0.430513595,0.167673716,0.116314199,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215067,0.051032807,0.002126367,0.029161604,0.212962963,0.119453925,0.652490887,0.041008505,0.019744836,0.007594168,0.024605103,0.023390036,0.006825939,0.005164034,0.006986634,0.0018226,0.464831804,0.34963548,0.007290401,0.020048603,0.006986634,0.004556501,0.367924528,0.056603774,0.3,0.135849057,0.139622642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001215067,0.19047619,0.047619048,0.029161604,0.007897934,9.11E-04,1,0.047619048,0.095238095,0.007594168,0.095238095,0.047619048,3.04E-04,0.005164034,0.047619048,0.0018226,0.095238095,0.34963548,0.007290401,0.020048603,0.006986634,0.047619048,0.264788732,0.107042254,0.357746479,0.135211268,0.135211268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018404908,0.268292683,0.003311258,0.625,0.007897934,9.11E-04,0.666666667,0.25,0.068965517,0.071428571,0.122736419,0.142857143,3.04E-04,0.013157895,0.047619048,0.002012072,0.034482759,0.750325521,0.007290401,0.159090909,0.048780488,0.023809524,0.392282958,0.1414791,0.29903537,0.099678457,0.067524116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.01E-04,0.11965812,0.036829464,8.01E-04,0.028037383,0,0.085470085,0.009345794,0.025641026,8.01E-04,0.832666133,0.009345794,0,0.01521217,0.010408327,0.009345794,8.01E-04,0.068376068,0.001601281,0,0.001601281,0.05982906,0.28372093,0.051162791,0.451162791,0.130232558,0.08372093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002906977,0.075581395,0.002906977,0.005813953,0.939698492,0.268041237,0.375206612,0.020348837,0.026162791,0.002906977,0.087209302,0.020348837,0.006825939,0.005813953,0.026446281,0.010309278,0.464831804,0.391735537,0.014534884,0.003305785,0.014534884,0.005025126,0.304270463,0.088967972,0.354092527,0.139976275,0.112692764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032258065,0.349498328,0.007707129,0.032258065,0.011981567,8.36E-04,0.322580645,0.032258065,0.516129032,0.019083969,0.071290944,0.698473282,0,0.011560694,0.015207373,0.004147465,0.047465438,0.129032258,0.030100334,0.003686636,0.016129032,0.074414716,0.314763231,0.091922006,0.373259053,0.105849582,0.114206128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.007092199,0.349498328,0.003225806,0.029161604,0.011981567,9.11E-04,0.652490887,0.042553191,0.808139535,0.051724138,0.056856187,0.12458194,3.04E-04,0.017241379,0.015207373,0.018731988,0.047465438,0.539007092,0.030100334,0.020048603,0.017241379,0.074414716,0.316582915,0.083752094,0.370184255,0.118927973,0.110552764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.01E-04,0.071257006,0.036829464,8.01E-04,0,0,0.040832666,0.002401922,0.005604484,8.01E-04,0.832666133,0.007205765,0,0.01521217,0.010408327,0,8.01E-04,0.020016013,0.001601281,0,0.001601281,0.007205765,0.31122449,0.06122449,0.43877551,0.096938776,0.091836735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.006451613,1,0.006908463,0.027221172,0.016971279,0.001305483,0.352362949,0.042314335,0.310200669,0.022193211,0.142857143,0.12458194,0,0.006908463,0.138888889,0.004147465,0.167741935,0.435538752,0.055555556,0.016257089,0.571428571,0.277777778,0.214285714,0.063186813,0.451923077,0.159340659,0.111263736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004385965,0.177644711,0.004385965,0.049180328,0.016393443,9.11E-04,0.652490887,0.25,0.100877193,0.00998004,0.205588822,0.043912176,3.04E-04,0.067864271,0.069860279,0.002192982,0.138157895,0.34963548,0.01996008,0.06557377,0.016393443,0.037280702,0.328282828,0.075757576,0.376262626,0.118686869,0.101010101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454231,0.8,0.006908463,0.009677419,0.011981567,8.64E-04,0.333333333,0.08,0.310200669,0.02,0.2,0.12458194,0,0.006908463,0.08,0.004147465,0.047465438,0.333333333,0.030100334,0.003686636,0.027633851,0.074414716,0.221598878,0.053295933,0.534361851,0.086956522,0.103786816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022727273,0.545454545,0.008595989,0.568627451,0.011461318,0.00286533,0.652490887,0.25,0.142857143,0.022727273,0.227272727,0.142857143,3.04E-04,0.009615385,0.045454545,0.002646503,0.037429112,0.750325521,0.012476371,0.217391304,0.018083183,0.015122873,0.351087772,0.110277569,0.369842461,0.089272318,0.07951988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454231,0.929824561,0.006908463,0.014124294,0.011981567,8.64E-04,0.234463277,0.042314335,0.5,0.016574586,0.118644068,0.12458194,0,0.006908463,0.017271157,0.004147465,0.047465438,0.115819209,0.030100334,0.005649718,0.027633851,0.074414716,0.336879433,0.102836879,0.34929078,0.124113475,0.086879433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00617284,0.357142857,0.036829464,0.012345679,0.012345679,0,0.269461078,0.142857143,0.080246914,0.018348624,0.832666133,0.043912176,0,0.52293578,0.069860279,0.001996008,0.043912176,0.153692615,0.01996008,0.00617284,0.012345679,0.012345679,0.260938743,0.066030231,0.420047733,0.140015911,0.112967383,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.004385965,0.087719298,0.004385965,0.032902468,0.009988249,9.11E-04,1,0.041008505,0.100877193,0.010575793,0.046750285,0.049030787,3.04E-04,0.005164034,0.012925969,0.00293772,0.138157895,0.750325521,0.012925969,0.020048603,0.006986634,0.037628278,0.306666667,0.097777778,0.32,0.153333333,0.122222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006451613,0.387096774,0.036829464,0.011749347,0.016971279,0.001305483,0.267624021,0.024884793,0.310200669,0.022193211,1,0.12458194,0,0.01521217,0.032258065,0.004147465,0.167741935,0.137075718,0.030100334,0.005221932,0.038709677,0.129032258,0.365048544,0.149514563,0.365048544,0.07184466,0.048543689,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003174603,0.166666667,0.003420753,0.013346354,0.011306533,0.002512563,0.383124287,0.014648438,0.142857143,0.125,0.085714286,0.166666667,0,0.003174603,0.004557292,0.001953125,0.100342075,0.791457286,0.028571429,0.018244014,0.028571429,0.037628278,0.168224299,0.130841121,0.61682243,0.037383178,0.046728972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002764977,0.349498328,0.003225806,0.019230769,0.4,0.007672634,0.366861979,0.027777778,0.808139535,0.011520737,0.08974359,0.12458194,0,0.006451613,0.015207373,0.007751938,0.047465438,0.796675192,0.030100334,0.055555556,0.016129032,0.333333333,0.37109375,0.1171875,0.353515625,0.087890625,0.0703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.01E-04,0.095238095,0.055555556,0.023809524,0.028985507,0,0.380952381,0.00622665,0.119047619,0.023809524,1,0.0373599,0,0.111111111,0.023809524,0.00124533,0.069738481,0.285714286,0.023809524,0.023809524,0.001601281,0.071428571,0.252971138,0.037351443,0.534804754,0.115449915,0.05942275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003992016,0.177644711,0.02739726,0.032902468,0.0249066,9.11E-04,0.652490887,0.041008505,0.125,0.010575793,0.333333333,0.04526749,3.04E-04,0.111111111,0.125,0.006841505,0.690992018,0.69787234,0.333333333,0.020048603,0.037037037,0.04109589,0.346863469,0.099630996,0.356088561,0.101476015,0.095940959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.058823529,0.666666667,0.011428571,0.125,0.05,0.001305483,0.652490887,0.278481013,0.25,0.083333333,0.428571429,0.375,3.04E-04,0.5,0.126582278,0.0625,0.117647059,0.69787234,0.0625,0.020048603,0.5,0.5,0.303496503,0.088111888,0.340559441,0.148951049,0.118881119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077348066,0.591537133,0.027027027,0.090909091,0.023809524,9.11E-04,0.652490887,0.454545455,0.654178674,0.038674033,0.818181818,0.25,3.04E-04,0.033149171,0.1,0.043478261,1,0.803571429,0.055555556,0.055555556,0.090909091,0.057603687,0.315236427,0.050788091,0.409807356,0.12084063,0.103327496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.071428571,0.242424242,0.036829464,0.166666667,0.04880213,0.023809524,0.352362949,0.071428571,0.142857143,0.016260163,1,0.131578947,0.003549246,0.067864271,0.142857143,0.008130081,0.076308784,0.435538752,0.052631579,0.016257089,0.071428571,0.078947368,0.323407775,0.091811414,0.363937138,0.120760959,0.100082713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.001512287,0.111111111,7.56E-04,0.027221172,0.180851064,0.010638298,0.6,0.111111111,0.061538462,0.011235955,0.138461538,0.038461538,0.021276596,0.015384615,0.111111111,0.004255319,0.244680851,1,0.031914894,0.066666667,0.00831758,0.015122873,0.361655773,0.137254902,0.305010893,0.119825708,0.076252723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002764977,0.349498328,0.003225806,0.013346354,0.011981567,8.36E-04,0.366861979,0.024884793,0.808139535,0.011520737,0.056856187,0.5,0,0.006451613,0.015207373,0.018731988,0.047465438,0.750325521,0.030100334,0.017252604,0.016129032,0.074414716,0.333751568,0.091593476,0.39523212,0.099121706,0.080301129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004098361,0.160839161,0.004098361,0.081967213,0.089256198,0.042975207,0.404494382,0.090909091,0.056179775,0.011235955,0.230769231,0.038461538,0,0.006993007,0.026446281,0.004255319,0.333333333,1,0.02247191,0.067622951,0.038461538,0.015122873,0.350574713,0.116858238,0.329501916,0.130268199,0.072796935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9.77E-04,0.025641026,3.26E-04,0.019230769,0.029411765,0.007672634,0.366861979,0.038461538,0.025641026,0.001953125,0.08974359,0.025641026,0,0.002278646,0.012820513,0.001953125,0.039641944,0.796675192,0.002278646,0.017252604,0.002278646,0.001627604,0.32326284,0.099697885,0.332326284,0.132930514,0.111782477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.025,0.6,0.006908463,0.075471698,0.016971279,0.001305483,0.652490887,0.3,0.310200669,0.055555556,0.733606557,0.12458194,3.04E-04,0.067864271,0.137931034,0.006841505,0.690992018,0.750325521,0.030100334,0.055555556,0.1,0.129032258,0.372050817,0.10707804,0.368421053,0.081669691,0.070780399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02,0.307692308,0.008595989,0.083333333,0.082287308,0.013605442,0.666666667,0.145833333,0.10041841,0.083333333,0.342342342,0.083333333,0.005277045,0.020833333,0.027027027,0.009762901,0.113945578,1,0.019525802,0.230769231,0.038461538,0.038461538,0.286764706,0.055147059,0.349264706,0.180147059,0.128676471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003992016,0.349498328,0.036829464,0.083333333,0.121518987,0.020253165,0.428571429,0.071428571,0.615384615,0.083333333,0.909090909,0.727272727,0.008888889,0.333333333,0.214285714,0.068062827,0.202531646,0.5,0.083333333,0.003686636,0.016129032,0.074414716,0.305263158,0.110526316,0.333333333,0.136842105,0.114035088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002764977,0.333333333,0.013157895,0.090909091,0.089256198,0.042975207,0.8,0.166666667,0.333333333,0.043010753,0.333333333,0.161490683,3.04E-04,0.013157895,0.078947368,0.004147465,0.140495868,0.750325521,0.02718894,0.075,0.016129032,0.083550914,0.212765957,0.138297872,0.436170213,0.138297872,0.074468085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.077348066,1,0.007707129,0.05,0.082287308,0.013605442,1,0.1,0.384615385,0.121212121,0.35,1,0.005277045,0.067864271,0.166666667,0.5,0.113945578,0.750325521,0.02718894,0.020048603,0.102564103,0.153846154,0.305084746,0.072033898,0.372881356,0.131355932,0.118644068,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002764977,0.349498328,0.02173913,0.166666667,0.011981567,9.11E-04,0.652490887,0.152173913,0.310200669,0.02173913,0.666666667,0.698473282,3.04E-04,0.032258065,0.02173913,0.010204082,0.047465438,0.34963548,0.030100334,0.020048603,0.166666667,0.074414716,0.325396825,0.087301587,0.492063492,0.055555556,0.03968254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002764977,0.349498328,0.007707129,0.15,0.016971279,0.001305483,0.35,0.026974952,0.458333333,0.202020202,0.625,0.698473282,0,0.04040404,0.074074074,0.05,0.05,0.15,0.030100334,0.005221932,0.037037037,0.153846154,0.247252747,0.078754579,0.401098901,0.172161172,0.100732601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.007194245,0.591537133,0.169811321,0.041666667,0.107784431,0.002994012,0.5,0.166666667,0.183246073,0.1,0.5,0.166666667,0.005988024,0.782608696,0.2,0.068062827,0.110778443,0.333333333,0.053892216,0.002994012,0.027633851,0.166666667,0.260145682,0.117585848,0.385015609,0.12591051,0.111342352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.025641026,0.4,0.00293772,0.055555556,0.083333333,0.001305483,1,0.076923077,0.2,0.083333333,0.095300261,0.166666667,3.04E-04,0.006427221,0.125,0.00310559,0.04308094,0.435538752,0.055555556,0.020048603,0.102564103,0.416666667,0.349206349,0.06959707,0.304029304,0.148962149,0.128205128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0.733333333,0.006908463,0.029161604,0.024,0.001305483,0.652490887,0.060606061,1,0.03030303,0.333333333,0.333333333,3.04E-04,0.016666667,0.181818182,0.018731988,0.167741935,0.34963548,0.25,0.020048603,0.138888889,0.333333333,0.275797373,0.135084428,0.339587242,0.131332083,0.118198874,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003992016,0.181818182,0.036829464,0.049180328,0.016393443,0,0.424242424,0.166666667,0.049180328,0.03030303,0.9,0.060606061,0,0.067864271,0.136363636,0.001996008,0.049180328,0.303030303,0.01996008,0.06557377,0.016393443,0.007205765,0.300796813,0.089641434,0.394422311,0.129482072,0.085657371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.005424955,0.349498328,0.02739726,0.173598553,0.0249066,9.11E-04,0.652490887,0.5,0.808139535,0.02173913,0.156911582,0.5,3.04E-04,0.04856787,0.02173913,0.076923077,0.2,0.435538752,0.142857143,0.117540687,0.018083183,0.074414716,0.27483871,0.091612903,0.421935484,0.109677419,0.101935484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009708738,0.591537133,0.036829464,0.173598553,0.011981567,9.11E-04,0.652490887,0.416666667,1,0.210526316,0.833333333,0.333333333,3.04E-04,0.5,1,0.068062827,0.047465438,0.750325521,0.055555556,0.117540687,0.262857143,0.125,0.321167883,0.087591241,0.335766423,0.127737226,0.127737226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.058823529,0.333333333,0.007707129,0.138888889,0.130813953,0.075581395,1,0.235294118,1,0.166666667,0.6,0.483622351,0.003549246,0.042553191,0.058823529,0.076923077,0.139534884,0.5,0.166666667,0.020048603,0.016129032,0.153846154,0.309069212,0.108591885,0.3424821,0.128878282,0.11097852,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011764706,0.349498328,0.003549246,0.074074074,0.04880213,0.007098492,0.5,0.058823529,0.310200669,0.023529412,0.091393079,0.166666667,0.003549246,0.011764706,0.018518519,0.017857143,0.076308784,0.529411765,1,0.016257089,0.055555556,0.074414716,0.39275766,0.08913649,0.348189415,0.114206128,0.055710306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.002661934,0.285714286,0.007594937,0.032902468,0.121518987,0.020253165,0.652490887,0.041008505,0.1875,0.010575793,0.166666667,0.0625,0.008888889,0.012658228,0.05,0.008888889,0.202531646,1,0.070886076,0.020048603,0.008873114,0.021295475,0.273195876,0.066666667,0.460137457,0.099312715,0.100687285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004385965,0.591537133,0.006908463,0.1,0.082287308,0.013605442,0.652490887,0.042314335,0.654178674,0.2,0.35,0.5,0.005277045,0.052356021,0.058823529,1,0.138157895,1,0.031413613,0.020048603,0.125,0.176470588,0.284916201,0.106145251,0.279329609,0.156424581,0.173184358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.077348066,0.349498328,0.036829464,0.016574586,0.011981567,8.36E-04,0.226519337,0.038674033,0.310200669,0.111111111,0.833333333,0.187845304,0,0.033149171,0.074074074,0.004147465,0.047465438,0.082872928,0.030100334,0.005524862,0.037037037,0.666666667,0.285928144,0.116766467,0.362275449,0.124251497,0.110778443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.052631579,0.105263158,0.001140251,0.105263158,0.012542759,0,0.684210526,0.166666667,0.025085519,0.001953125,0.030674847,0.166666667,0,0.006134969,0.007981756,0.006841505,1,1,0.023945268,0.017252604,0.002278646,0.004561003,0.271255061,0.103238866,0.388663968,0.115384615,0.12145749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
