@relation yeast-train.arff

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Class1 numeric
@attribute Class2 numeric
@attribute Class3 numeric
@attribute Class4 numeric
@attribute Class5 numeric
@attribute Class6 numeric
@attribute Class7 numeric
@attribute Class8 numeric
@attribute Class9 numeric
@attribute Class10 numeric
@attribute Class11 numeric
@attribute Class12 numeric
@attribute Class13 numeric
@attribute Class14 numeric
@attribute Class15 numeric
@attribute Class16 numeric
@attribute Class17 numeric
@attribute Class18 numeric
@attribute Class19 numeric
@attribute Class20 numeric
@attribute Class21 numeric
@attribute Class22 numeric

@data
0.003454,0.8,0.006908,0.009677,0.011982,0.000864,0.333333,0.08,0.310201,0.02,0.2,0.124582,0,0.006908,0.08,0.004147,0.047465,0.333333,0.0301,0.003687,0.027634,0.074415,0.221599,0.053296,0.534362,0.086957,0.103787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022727,0.545455,0.008596,0.568627,0.011461,0.002865,0.652491,0.25,0.142857,0.022727,0.227273,0.142857,0.000304,0.009615,0.045455,0.002647,0.037429,0.750326,0.012476,0.217391,0.018083,0.015123,0.351088,0.110278,0.369842,0.089272,0.07952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003454,0.929825,0.006908,0.014124,0.011982,0.000864,0.234463,0.042314,0.5,0.016575,0.118644,0.124582,0,0.006908,0.017271,0.004147,0.047465,0.115819,0.0301,0.00565,0.027634,0.074415,0.336879,0.102837,0.349291,0.124113,0.086879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006173,0.357143,0.036829,0.012346,0.012346,0,0.269461,0.142857,0.080247,0.018349,0.832666,0.043912,0,0.522936,0.06986,0.001996,0.043912,0.153693,0.01996,0.006173,0.012346,0.012346,0.260939,0.06603,0.420048,0.140016,0.112967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.004386,0.087719,0.004386,0.032902,0.009988,0.000911,1,0.041009,0.100877,0.010576,0.04675,0.049031,0.000304,0.005164,0.012926,0.002938,0.138158,0.750326,0.012926,0.020049,0.006987,0.037628,0.306667,0.097778,0.32,0.153333,0.122222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006452,0.387097,0.036829,0.011749,0.016971,0.001305,0.267624,0.024885,0.310201,0.022193,1,0.124582,0,0.015212,0.032258,0.004147,0.167742,0.137076,0.0301,0.005222,0.03871,0.129032,0.365049,0.149515,0.365049,0.071845,0.048544,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003175,0.166667,0.003421,0.013346,0.011307,0.002513,0.383124,0.014648,0.142857,0.125,0.085714,0.166667,0,0.003175,0.004557,0.001953,0.100342,0.791457,0.028571,0.018244,0.028571,0.037628,0.168224,0.130841,0.616822,0.037383,0.046729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002765,0.349498,0.003226,0.019231,0.4,0.007673,0.366862,0.027778,0.80814,0.011521,0.089744,0.124582,0,0.006452,0.015207,0.007752,0.047465,0.796675,0.0301,0.055556,0.016129,0.333333,0.371094,0.117188,0.353516,0.087891,0.070313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.000801,0.095238,0.055556,0.02381,0.028986,0,0.380952,0.006227,0.119048,0.02381,1,0.03736,0,0.111111,0.02381,0.001245,0.069738,0.285714,0.02381,0.02381,0.001601,0.071429,0.252971,0.037351,0.534805,0.11545,0.059423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003992,0.177645,0.027397,0.032902,0.024907,0.000911,0.652491,0.041009,0.125,0.010576,0.333333,0.045267,0.000304,0.111111,0.125,0.006842,0.690992,0.697872,0.333333,0.020049,0.037037,0.041096,0.346863,0.099631,0.356089,0.101476,0.095941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.058824,0.666667,0.011429,0.125,0.05,0.001305,0.652491,0.278481,0.25,0.083333,0.428571,0.375,0.000304,0.5,0.126582,0.0625,0.117647,0.697872,0.0625,0.020049,0.5,0.5,0.303497,0.088112,0.340559,0.148951,0.118881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.077348,0.591537,0.027027,0.090909,0.02381,0.000911,0.652491,0.454545,0.654179,0.038674,0.818182,0.25,0.000304,0.033149,0.1,0.043478,1,0.803571,0.055556,0.055556,0.090909,0.057604,0.315236,0.050788,0.409807,0.120841,0.103327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.071429,0.242424,0.036829,0.166667,0.048802,0.02381,0.352363,0.071429,0.142857,0.01626,1,0.131579,0.003549,0.067864,0.142857,0.00813,0.076309,0.435539,0.052632,0.016257,0.071429,0.078947,0.323408,0.091811,0.363937,0.120761,0.100083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.001512,0.111111,0.000756,0.027221,0.180851,0.010638,0.6,0.111111,0.061538,0.011236,0.138462,0.038462,0.021277,0.015385,0.111111,0.004255,0.244681,1,0.031915,0.066667,0.008318,0.015123,0.361656,0.137255,0.305011,0.119826,0.076253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002765,0.349498,0.003226,0.013346,0.011982,0.000836,0.366862,0.024885,0.80814,0.011521,0.056856,0.5,0,0.006452,0.015207,0.018732,0.047465,0.750326,0.0301,0.017253,0.016129,0.074415,0.333752,0.091593,0.395232,0.099122,0.080301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004098,0.160839,0.004098,0.081967,0.089256,0.042975,0.404494,0.090909,0.05618,0.011236,0.230769,0.038462,0,0.006993,0.026446,0.004255,0.333333,1,0.022472,0.067623,0.038462,0.015123,0.350575,0.116858,0.329502,0.130268,0.072797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.000977,0.025641,0.000326,0.019231,0.029412,0.007673,0.366862,0.038462,0.025641,0.001953,0.089744,0.025641,0,0.002279,0.012821,0.001953,0.039642,0.796675,0.002279,0.017253,0.002279,0.001628,0.323263,0.099698,0.332326,0.132931,0.111782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.025,0.6,0.006908,0.075472,0.016971,0.001305,0.652491,0.3,0.310201,0.055556,0.733607,0.124582,0.000304,0.067864,0.137931,0.006842,0.690992,0.750326,0.0301,0.055556,0.1,0.129032,0.372051,0.107078,0.368421,0.08167,0.07078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02,0.307692,0.008596,0.083333,0.082287,0.013605,0.666667,0.145833,0.100418,0.083333,0.342342,0.083333,0.005277,0.020833,0.027027,0.009763,0.113946,1,0.019526,0.230769,0.038462,0.038462,0.286765,0.055147,0.349265,0.180147,0.128676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003992,0.349498,0.036829,0.083333,0.121519,0.020253,0.428571,0.071429,0.615385,0.083333,0.909091,0.727273,0.008889,0.333333,0.214286,0.068063,0.202532,0.5,0.083333,0.003687,0.016129,0.074415,0.305263,0.110526,0.333333,0.136842,0.114035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002765,0.333333,0.013158,0.090909,0.089256,0.042975,0.8,0.166667,0.333333,0.043011,0.333333,0.161491,0.000304,0.013158,0.078947,0.004147,0.140496,0.750326,0.027189,0.075,0.016129,0.083551,0.212766,0.138298,0.43617,0.138298,0.074468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.077348,1,0.007707,0.05,0.082287,0.013605,1,0.1,0.384615,0.121212,0.35,1,0.005277,0.067864,0.166667,0.5,0.113946,0.750326,0.027189,0.020049,0.102564,0.153846,0.305085,0.072034,0.372881,0.131356,0.118644,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002765,0.349498,0.021739,0.166667,0.011982,0.000911,0.652491,0.152174,0.310201,0.021739,0.666667,0.698473,0.000304,0.032258,0.021739,0.010204,0.047465,0.349635,0.0301,0.020049,0.166667,0.074415,0.325397,0.087302,0.492063,0.055556,0.039683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002765,0.349498,0.007707,0.15,0.016971,0.001305,0.35,0.026975,0.458333,0.20202,0.625,0.698473,0,0.040404,0.074074,0.05,0.05,0.15,0.0301,0.005222,0.037037,0.153846,0.247253,0.078755,0.401099,0.172161,0.100733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.007194,0.591537,0.169811,0.041667,0.107784,0.002994,0.5,0.166667,0.183246,0.1,0.5,0.166667,0.005988,0.782609,0.2,0.068063,0.110778,0.333333,0.053892,0.002994,0.027634,0.166667,0.260146,0.117586,0.385016,0.125911,0.111342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.025641,0.4,0.002938,0.055556,0.083333,0.001305,1,0.076923,0.2,0.083333,0.0953,0.166667,0.000304,0.006427,0.125,0.003106,0.043081,0.435539,0.055556,0.020049,0.102564,0.416667,0.349206,0.069597,0.304029,0.148962,0.128205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0.733333,0.006908,0.029162,0.024,0.001305,0.652491,0.060606,1,0.030303,0.333333,0.333333,0.000304,0.016667,0.181818,0.018732,0.167742,0.349635,0.25,0.020049,0.138889,0.333333,0.275797,0.135084,0.339587,0.131332,0.118199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003992,0.181818,0.036829,0.04918,0.016393,0,0.424242,0.166667,0.04918,0.030303,0.9,0.060606,0,0.067864,0.136364,0.001996,0.04918,0.30303,0.01996,0.065574,0.016393,0.007206,0.300797,0.089641,0.394422,0.129482,0.085657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.005425,0.349498,0.027397,0.173599,0.024907,0.000911,0.652491,0.5,0.80814,0.021739,0.156912,0.5,0.000304,0.048568,0.021739,0.076923,0.2,0.435539,0.142857,0.117541,0.018083,0.074415,0.274839,0.091613,0.421935,0.109677,0.101935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009709,0.591537,0.036829,0.173599,0.011982,0.000911,0.652491,0.416667,1,0.210526,0.833333,0.333333,0.000304,0.5,1,0.068063,0.047465,0.750326,0.055556,0.117541,0.262857,0.125,0.321168,0.087591,0.335766,0.127737,0.127737,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.058824,0.333333,0.007707,0.138889,0.130814,0.075581,1,0.235294,1,0.166667,0.6,0.483622,0.003549,0.042553,0.058824,0.076923,0.139535,0.5,0.166667,0.020049,0.016129,0.153846,0.309069,0.108592,0.342482,0.128878,0.110979,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011765,0.349498,0.003549,0.074074,0.048802,0.007098,0.5,0.058824,0.310201,0.023529,0.091393,0.166667,0.003549,0.011765,0.018519,0.017857,0.076309,0.529412,1,0.016257,0.055556,0.074415,0.392758,0.089136,0.348189,0.114206,0.05571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.002662,0.285714,0.007595,0.032902,0.121519,0.020253,0.652491,0.041009,0.1875,0.010576,0.166667,0.0625,0.008889,0.012658,0.05,0.008889,0.202532,1,0.070886,0.020049,0.008873,0.021295,0.273196,0.066667,0.460137,0.099313,0.100687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.004386,0.591537,0.006908,0.1,0.082287,0.013605,0.652491,0.042314,0.654179,0.2,0.35,0.5,0.005277,0.052356,0.058824,1,0.138158,1,0.031414,0.020049,0.125,0.176471,0.284916,0.106145,0.27933,0.156425,0.173184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.077348,0.349498,0.036829,0.016575,0.011982,0.000836,0.226519,0.038674,0.310201,0.111111,0.833333,0.187845,0,0.033149,0.074074,0.004147,0.047465,0.082873,0.0301,0.005525,0.037037,0.666667,0.285928,0.116766,0.362275,0.124251,0.110778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.052632,0.105263,0.00114,0.105263,0.012543,0,0.684211,0.166667,0.025086,0.001953,0.030675,0.166667,0,0.006135,0.007982,0.006842,1,1,0.023945,0.017253,0.002279,0.004561,0.271255,0.103239,0.388664,0.115385,0.121457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.009934,0.098592,0.003311,0.043478,0.007898,0.000911,0.857143,0.047619,0.058824,0.019608,0.122736,0.058824,0.000304,0.021739,0.047619,0.002647,0.037429,0.761905,0.019608,0.020049,0.016556,0.015123,0.340528,0.057554,0.410072,0.095923,0.095923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.003454,0.929825,0.006908,0.014124,0.011982,0.000864,0.234463,0.042314,0.310201,0.016575,0.118644,0.124582,0,0.006908,0.017271,0.004147,0.047465,0.115819,0.0301,0.00565,0.027634,0.074415,0.230406,0.061379,0.413598,0.160529,0.134089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000801,0.186813,0.036829,0.000801,0,0,0.040833,0.010989,0.005604,0.000801,0.832666,0.007206,0,0.015212,0.010989,0,0.000801,0.020016,0.001601,0,0.001601,0.007206,0.26522,0.09937,0.424073,0.120364,0.090973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003175,0.034921,0.000326,0.013346,0.029412,0.007673,0.366862,0.014648,0.021739,0.001953,0.085714,0.043478,0,0.003175,0.004557,0.001953,0.039642,1,0.002279,0.017253,0.002279,0.003175,0.293299,0.067885,0.342907,0.148825,0.147084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.002994,0.207547,0.036829,0.007098,0.048802,0.007098,0.362275,0.02994,0.166667,0.083333,0.832666,0.052023,0.003549,0.142857,0.022541,0.002994,0.076309,0.461078,0.016859,0.002994,0.01497,0.333333,0.359465,0.091778,0.353728,0.09369,0.101338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
